p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
FNBP1	4.36025679806324e-282	0.404424732729091	0.641	0.431	7.07582473189703e-278	5	FNBP1
MITF1	6.14984121092433e-281	0.385361222561229	0.557	0.348	9.97996231708801e-277	5	MITF
STAB11	6.51700304670663e-280	0.412515961525855	0.529	0.33	1.05757925441955e-275	5	STAB1
NOTCH21	1.01031226590201e-275	0.377840407921788	0.481	0.289	1.63953474510577e-271	5	NOTCH2
PDE4B1	2.31622977945391e-275	0.560119151624408	0.674	0.48	3.75877768609781e-271	5	PDE4B
PLXND11	1.51079861425884e-274	0.344518837274329	0.402	0.225	2.45172399121924e-270	5	PLXND1
AGFG1	6.75864353842874e-272	0.467097852402054	0.536	0.343	1.09679267341622e-267	5	AGFG1
FRMD4B1	3.33669126670861e-271	0.385921003799415	0.85	0.661	5.41478258761474e-267	5	FRMD4B
NAMPT	7.81395411362862e-271	0.475815696044973	0.301	0.155	1.26804847355965e-266	5	NAMPT
FNDC3B2	6.63694982361823e-270	0.418377681993165	0.735	0.526	1.07704421737677e-265	5	FNDC3B
ABCA11	4.56084031982515e-267	0.437299011427448	0.46	0.276	7.40133167101225e-263	5	ABCA1
SIPA1L1	5.88605983871497e-267	0.480270008771089	0.736	0.538	9.55189790626666e-263	5	SIPA1L1
EDA	1.30284370553048e-266	0.534619798945362	0.46	0.28	2.11425476533486e-262	5	EDA
SH3PXD2B1	3.16667271920248e-266	0.434576712715892	0.314	0.165	5.13887648872178e-262	5	SH3PXD2B
SPATS2L1	2.15764612893298e-264	0.406174510084785	0.459	0.274	3.50142813803245e-260	5	SPATS2L
KYNU	5.57217656562022e-263	0.393398341245069	0.557	0.357	9.04252813068849e-259	5	KYNU
FNDC3A	1.43694045955208e-262	0.44651650223542	0.728	0.529	2.33186697776111e-258	5	FNDC3A
VMP1	1.52980689556064e-261	0.392589838319365	0.752	0.547	2.48257063011581e-257	5	VMP1
TRIM14	2.94947091502761e-261	0.351326646194451	0.424	0.245	4.78640140090681e-257	5	TRIM14
SNX6	3.41160039836504e-258	0.378285369093185	0.452	0.272	5.53634512646679e-254	5	SNX6
WWP1	2.20586515323834e-257	0.408236973395254	0.421	0.249	3.57967797067517e-253	5	WWP1
ATP1B3	9.81030516326413e-257	0.342738211050543	0.423	0.247	1.5920163218945e-252	5	ATP1B3
SRGAP11	1.88069628384884e-255	0.396701079628162	0.899	0.747	3.0519939294299e-251	5	SRGAP1
ATG71	3.50959693930377e-254	0.370971068171131	0.876	0.7	5.69537391310216e-250	5	ATG7
SDCBP1	2.04920557453588e-248	0.393778860381167	0.442	0.267	3.32545080635683e-244	5	SDCBP
SRGN	3.20798256125194e-239	0.439631050762725	0.622	0.437	5.20591410039965e-235	5	SRGN
SAT1	1.31690099270251e-235	0.402982576534594	0.895	0.749	2.13706693095763e-231	5	SAT1
MGAT11	2.00776900448295e-234	0.362647558016894	0.514	0.33	3.25820754047493e-230	5	MGAT1
EPSTI1	7.52421105934633e-234	0.393819848841101	0.523	0.339	1.22102897071072e-229	5	EPSTI1
RBPJ	8.84479961041294e-234	0.371200258084691	0.667	0.465	1.43533408077781e-229	5	RBPJ
PYGL1	5.32125199182968e-233	0.366537954467459	0.476	0.299	8.6353277323412e-229	5	PYGL
USP531	3.10773618382257e-232	0.462928090827022	0.743	0.564	5.04323427910726e-228	5	USP53
C1orf162	1.8134716319304e-231	0.318121753706635	0.341	0.191	2.94290176429665e-227	5	C1orf162
TXNIP	3.26767315462036e-230	0.396104774232535	0.537	0.353	5.30277999531792e-226	5	TXNIP
TANC21	5.1911858198495e-230	0.379318818589937	0.836	0.658	8.42425634845178e-226	5	TANC2
HLA-DRA1	1.03802456073518e-229	0.425345595045158	0.575	0.392	1.68450625716105e-225	5	HLA-DRA
RBM471	3.99308623633811e-228	0.358867335708351	0.9	0.755	6.47998034432949e-224	5	RBM47
PRKCE1	5.85156690861238e-224	0.402641786122746	0.576	0.388	9.49592277929617e-220	5	PRKCE
CLEC7A	2.46750752101006e-222	0.351037843487741	0.549	0.365	4.00427120509512e-218	5	CLEC7A
MAN1A11	2.94890487132496e-213	0.398852141137625	0.624	0.437	4.78548282518615e-209	5	MAN1A1
PBX3	4.69695403220537e-213	0.385688848385565	0.552	0.371	7.62221700346288e-209	5	PBX3
ZNF6181	1.59694805750994e-212	0.345996031239575	0.483	0.309	2.59152730772713e-208	5	ZNF618
HCLS1	2.90820994318638e-212	0.34261850769738	0.785	0.605	4.71944309580286e-208	5	HCLS1
MERTK1	3.21112665617892e-210	0.40105512230729	0.819	0.66	5.21101633764715e-206	5	MERTK
RUFY3	3.66382596922644e-206	0.330442680689888	0.642	0.452	5.94565678286066e-202	5	RUFY3
ADGRE21	9.09906924123115e-205	0.284315744212183	0.426	0.262	1.47659695646699e-200	5	ADGRE2
C20orf1941	1.80243521324886e-203	0.308306784754486	0.783	0.596	2.92499186406025e-199	5	C20orf194
FOXN2	6.7900017628116e-203	0.323731167426554	0.43	0.269	1.10188148606907e-198	5	FOXN2
PRKACB	3.52966025924367e-198	0.314573282413842	0.398	0.243	5.72793266870063e-194	5	PRKACB
EAF2	1.36520978763805e-195	0.306472378359983	0.351	0.207	2.21546244337902e-191	5	EAF2
ARAP2	8.31697924656424e-195	0.320566990556473	0.491	0.321	1.34967939213244e-190	5	ARAP2
SNX10	6.79755216365752e-190	0.304881803383017	0.266	0.145	1.10310676511834e-185	5	SNX10
PEAK11	4.19638534923777e-189	0.348608535134654	0.686	0.509	6.80989414474306e-185	5	PEAK1
ATXN1	1.55724907698236e-187	0.301050750929695	0.854	0.684	2.52710380212698e-183	5	ATXN1
TNFSF13B	7.89461646775075e-187	0.303261781013475	0.367	0.222	1.28113836038659e-182	5	TNFSF13B
ACER32	2.53246920091854e-186	0.292817029631961	0.648	0.461	4.10969101925061e-182	5	ACER3
LAIR1	1.41807535677445e-185	0.262716731229119	0.464	0.301	2.30125268897358e-181	5	LAIR1
RNF131	3.88238869421179e-185	0.297921882703473	0.749	0.565	6.3003403729669e-181	5	RNF13
VWA8	3.08435604979275e-184	0.292317352019553	0.357	0.214	5.00529299760368e-180	5	VWA8
SND11	3.6150675460505e-183	0.300822561628901	0.745	0.563	5.86653161373074e-179	5	SND1
LITAF1	4.32757218120485e-183	0.279800922961271	0.371	0.226	7.02278413565923e-179	5	LITAF
SLC11A11	9.15179441643718e-183	0.306445388923285	0.753	0.572	1.48515319789942e-178	5	SLC11A1
UBXN2B	1.37163805975306e-182	0.27881092514845	0.443	0.284	2.22589424336727e-178	5	UBXN2B
IL10RA	2.40397006434561e-181	0.273030011463124	0.515	0.346	3.90116262042005e-177	5	IL10RA
IGF2R	1.30832125065623e-179	0.258874930935207	0.496	0.327	2.12314372556493e-175	5	IGF2R
PLSCR11	1.42533632379375e-178	0.316962482173963	0.542	0.375	2.31303578625251e-174	5	PLSCR1
NHSL11	6.56281436639033e-176	0.344111020455375	0.666	0.491	1.06501351537782e-171	5	NHSL1
RBMS11	5.49525686876861e-174	0.328418679067564	0.585	0.413	8.9177028466377e-170	5	RBMS1
HELZ	2.73460144313346e-172	0.269607862394531	0.749	0.57	4.43771122191697e-168	5	HELZ
ASAH11	5.27946861831772e-172	0.277961679359369	0.589	0.413	8.567521673806e-168	5	ASAH1
MFSD1	7.98244470559801e-172	0.257088717596526	0.488	0.323	1.29539112682444e-167	5	MFSD1
TLR21	9.16922957982176e-172	0.307592416988166	0.822	0.652	1.48798257621348e-167	5	TLR2
GNG2	2.44947511055586e-171	0.321338438717388	0.377	0.236	3.97500820941005e-167	5	GNG2
RGS1	5.36000993773839e-171	0.43387119667987	0.403	0.263	8.69822412696185e-167	5	RGS1
LYPLAL1	6.55336346756312e-168	0.282644678100508	0.391	0.247	1.06347982351614e-163	5	LYPLAL1
FGL2	1.28137589208274e-165	0.284184774453348	0.294	0.173	2.07941679767188e-161	5	FGL2
MAMDC21	2.31718368978815e-165	0.297020220923494	0.267	0.152	3.76032569178821e-161	5	MAMDC2
GSAP1	3.02530756223923e-163	0.278322718589695	0.584	0.413	4.90946911200183e-159	5	GSAP
C22orf34	1.51859050956507e-162	0.27146382819674	0.46	0.303	2.46436867892219e-158	5	C22orf34
RAB20	4.59905664910562e-162	0.277579174470101	0.367	0.229	7.4633491301686e-158	5	RAB20
AP2A2	6.59325554561922e-162	0.273801671097915	0.468	0.312	1.06995350994309e-157	5	AP2A2
FAM135A	2.28379663609752e-161	0.275741412741619	0.765	0.593	3.70614518105906e-157	5	FAM135A
SPIDR	3.86178973283888e-161	0.294365823943319	0.845	0.686	6.26691237845093e-157	5	SPIDR
C1QC2	3.44278184096198e-160	0.298172258390564	0.595	0.431	5.5869463715131e-156	5	C1QC
TMCC1	1.06166599839843e-159	0.28589720551232	0.661	0.491	1.72287158220097e-155	5	TMCC1
ZNF4381	5.01112903593554e-156	0.322312131974502	0.411	0.271	8.1320601995162e-152	5	ZNF438
HLA-DPA11	1.3962926116472e-155	0.31017883052085	0.402	0.264	2.26590365018107e-151	5	HLA-DPA1
FKBP5	2.3452673443191e-153	0.316407985547049	0.932	0.837	3.80589984636104e-149	5	FKBP5
ABCC51	1.14121657508727e-152	0.281144160820426	0.387	0.25	1.85196625805162e-148	5	ABCC5
NCKAP5	7.47552198879253e-151	0.675786786989228	0.642	0.511	1.21312770834125e-146	5	NCKAP5
SCARB21	1.3604746462112e-150	0.250897222987086	0.446	0.299	2.20777825587154e-146	5	SCARB2
PRKAG2	5.90086232699724e-148	0.279474022650228	0.761	0.597	9.57591938425113e-144	5	PRKAG2
MAP3K81	1.21224666061521e-144	0.301855272928694	0.485	0.338	1.96723388084636e-140	5	MAP3K8
CD741	5.96819187527762e-143	0.289383521783752	0.867	0.729	9.68518177520052e-139	5	CD74
TNPO1	2.43097318449702e-142	0.27685989171028	0.557	0.399	3.94498328380177e-138	5	TNPO1
DUSP1	2.57110847920413e-139	0.300973011056502	0.273	0.163	4.17239484005246e-135	5	DUSP1
SPATA61	2.73083527269229e-139	0.250730881743454	0.629	0.463	4.43159948052505e-135	5	SPATA6
TCF4	2.19843294758133e-136	0.261434789820111	0.813	0.663	3.56761698733499e-132	5	TCF4
PELI2	9.0686414340531e-134	0.27572637931694	0.486	0.342	1.47165913191814e-129	5	PELI2
IRS2	4.19285190710946e-132	0.30993774534028	0.56	0.411	6.80416007485724e-128	5	IRS2
MX2	5.44031497055862e-132	0.26098902772687	0.271	0.164	8.82854313422254e-128	5	MX2
TFEC1	5.9159623124442e-132	0.262815119211211	0.616	0.458	9.60042364063444e-128	5	TFEC
MTSS11	6.20065948208835e-132	0.297667939804645	0.729	0.572	1.0062430207533e-127	5	MTSS1
SESN1	1.40718402096528e-130	0.263781408621932	0.545	0.393	2.28357822922246e-126	5	SESN1
PLEKHA5	9.7463495536244e-123	0.257871052795304	0.373	0.249	1.58163760556217e-118	5	PLEKHA5
BTG1	7.26012409213486e-122	0.300432161761537	0.318	0.206	1.17817293767165e-117	5	BTG1
KCNMA11	5.96175146937648e-116	0.282078958832995	0.872	0.767	9.67473028450415e-112	5	KCNMA1
CHPT1	7.24063448353718e-111	0.276471930571862	0.427	0.303	1.17501016398841e-106	5	CHPT1
NAV1	3.24978766848213e-109	0.253330537587532	0.263	0.166	5.2737554284128e-105	5	NAV1
MRC11	6.45376300183301e-100	0.350467931025198	0.321	0.219	1.04731665993746e-95	5	MRC1
FCGBP2	1.21039385786128e-76	0.376438843475973	0.417	0.313	1.96422715253729e-72	5	FCGBP
ADGRB3	7.33154060238881e-30	0.266750325514315	0.387	0.328	1.18976240895566e-25	5	ADGRB3
HSP90AA1	0	3.57140116260151	0.936	0.56	0	6	HSP90AA1
HSPH1	0	3.2902817819061	0.782	0.3	0	6	HSPH1
DNAJB1	0	2.73902504278745	0.625	0.086	0	6	DNAJB1
HSPB1	0	2.67413885103664	0.673	0.143	0	6	HSPB1
HSPD1	0	2.50574080368058	0.574	0.173	0	6	HSPD1
HSPA1A1	0	2.31330727612698	0.918	0.436	0	6	HSPA1A
CD831	0	2.2627742734436	0.44	0.104	0	6	CD83
HSPA6	0	2.26272498745462	0.393	0.106	0	6	HSPA6
BAG3	0	2.2354552998005	0.418	0.056	0	6	BAG3
HSPA1B1	0	2.08679473110848	0.783	0.263	0	6	HSPA1B
P4HA1	0	2.064350244574	0.831	0.485	0	6	P4HA1
BCAS2	0	2.05677537336146	0.296	0.055	0	6	BCAS2
UBC1	0	2.05333404590525	0.79	0.335	0	6	UBC
SLC2A31	0	1.94678482437687	0.48	0.206	0	6	SLC2A3
DNAJA4	0	1.93798898055659	0.312	0.067	0	6	DNAJA4
PPP1R15A	0	1.93714065202418	0.429	0.04	0	6	PPP1R15A
HSP90AB1	0	1.90645821295028	0.751	0.381	0	6	HSP90AB1
HMOX1	0	1.90003173633931	0.414	0.153	0	6	HMOX1
IER5	0	1.88983306274115	0.423	0.091	0	6	IER5
SERPINH1	0	1.84514758595478	0.279	0.035	0	6	SERPINH1
PTGES3	0	1.74708218769937	0.672	0.369	0	6	PTGES3
DUSP11	0	1.690711677575	0.602	0.16	0	6	DUSP1
FOS	0	1.5503623761151	0.452	0.138	0	6	FOS
SRGN1	0	1.54829018227704	0.715	0.442	0	6	SRGN
JUN	0	1.42697551142467	0.368	0.113	0	6	JUN
CHORDC1	0	1.39028157335976	0.458	0.192	0	6	CHORDC1
DNAJB6	0	1.37754501528644	0.693	0.435	0	6	DNAJB6
DNAJA1	0	1.36887164523977	0.483	0.197	0	6	DNAJA1
HSPA8	0	1.36069087481501	0.359	0.124	0	6	HSPA8
GLUL	0	1.34950709027813	0.574	0.294	0	6	GLUL
DDIT4	0	1.29004741142232	0.435	0.185	0	6	DDIT4
RGS11	0	1.28743933691222	0.54	0.265	0	6	RGS1
FKBP4	0	1.23354553865748	0.33	0.086	0	6	FKBP4
STIP1	0	1.14646475079675	0.474	0.18	0	6	STIP1
CACYBP	0	1.10166610576486	0.328	0.087	0	6	CACYBP
RGS16	7.78785212128587e-306	1.30351667253491	0.274	0.089	1.26381264224227e-301	6	RGS16
RIPK2	3.04930452886381e-299	1.14597766219862	0.356	0.14	4.9484113894402e-295	6	RIPK2
USPL1	4.10232501627046e-285	1.28275665791901	0.425	0.193	6.6572530364037e-281	6	USPL1
SLC7A51	2.47595033085717e-273	1.27821243045478	0.419	0.192	4.01797219691502e-269	6	SLC7A5
FCGR2A2	5.526467426758e-272	1.13027930783376	0.633	0.393	8.96835134014288e-268	6	FCGR2A
HIF1A	9.16632896594371e-272	1.32156873991962	0.786	0.566	1.48751186459335e-267	6	HIF1A
ACSL13	3.99920420182452e-267	0.976273016030509	0.758	0.529	6.48990857872083e-263	6	ACSL1
GPR183	2.34561074456933e-266	1.24988087124838	0.291	0.108	3.80645711628711e-262	6	GPR183
CDKN1A	1.10001359713419e-257	0.91945385483397	0.319	0.123	1.78510206542936e-253	6	CDKN1A
CLK1	4.25230601256831e-251	1.10747924192536	0.574	0.342	6.90064219719585e-247	6	CLK1
ELOVL51	5.37252222380908e-238	1.03038957379513	0.467	0.24	8.71852906479737e-234	6	ELOVL5
MSN	1.44774781667398e-228	1.23114891953596	0.671	0.467	2.34940515689854e-224	6	MSN
TCP1	5.28889014688522e-215	0.749603419245047	0.256	0.096	8.58281093036534e-211	6	TCP1
GNA13	7.84467720359705e-212	1.02591671337323	0.58	0.358	1.27303421659973e-207	6	GNA13
HSPA4	2.36633433591812e-206	0.822816492516069	0.399	0.198	3.84008736032792e-202	6	HSPA4
NAMPT1	2.69504139764879e-199	1.13322680130705	0.346	0.159	4.37351318010445e-195	6	NAMPT
ST13	7.83361286898023e-193	0.833010979921929	0.345	0.163	1.27123869637811e-188	6	ST13
GPBP1	3.1354272257682e-174	0.948440751842361	0.644	0.468	5.08817130197664e-170	6	GPBP1
TRA2B	1.80923130533573e-167	0.986946420712897	0.592	0.398	2.93602056229882e-163	6	TRA2B
SNAP23	5.49816501847093e-166	1.13761011981529	0.529	0.345	8.92242219197462e-162	6	SNAP23
ZC3HAV1	7.34694866396512e-158	0.875655582361993	0.578	0.396	1.19226282918826e-153	6	ZC3HAV1
HIST1H2AC	3.94954506851091e-153	1.19618370174006	0.592	0.419	6.40932173717951e-149	6	HIST1H2AC
DUSP101	2.48729835054519e-143	0.653099035303751	0.276	0.129	4.03638776326474e-139	6	DUSP10
AHSA1	8.54154113515291e-139	0.538223122332281	0.252	0.113	1.38612129541261e-134	6	AHSA1
H3F3B1	1.74756097628626e-137	1.30201036518206	0.399	0.234	2.83594195231735e-133	6	H3F3B
PGK1	7.77559425513628e-136	0.799628739054622	0.436	0.26	1.26182343572352e-131	6	PGK1
PRDM1	1.69746684157986e-130	0.789321709349758	0.261	0.124	2.7546491905158e-126	6	PRDM1
FXR1	3.50934932584705e-129	0.71648528450599	0.478	0.311	5.6949720859846e-125	6	FXR1
RANBP2	8.3299854760425e-127	0.897456164817926	0.514	0.34	1.35179004305218e-122	6	RANBP2
MRPS6	9.70568479946492e-127	0.833311680752894	0.281	0.142	1.57503852925717e-122	6	MRPS6
MBOAT7	4.34063623043889e-126	0.63269225643833	0.278	0.137	7.04398447475623e-122	6	MBOAT7
SPP12	1.34517049187965e-121	0.771369670087431	0.815	0.701	2.1829426742223e-117	6	SPP1
JUND	2.62991675550405e-121	0.657660155664896	0.321	0.173	4.26782891083197e-117	6	JUND
B3GNT5	7.06921999084331e-113	0.932080872905547	0.559	0.407	1.14719302011405e-108	6	B3GNT5
CCT4	4.34991587300511e-107	0.58262407649105	0.324	0.181	7.05904347871269e-103	6	CCT4
KLHL61	5.11352647575558e-106	0.79588198078445	0.463	0.304	8.29823076485615e-102	6	KLHL6
GATM	1.89074474848736e-104	0.715502703277009	0.281	0.151	3.06830057784529e-100	6	GATM
IFRD1	7.27508226187833e-103	0.941912878973069	0.292	0.162	1.18060034945762e-98	6	IFRD1
ATP2C1	8.87630092564858e-95	0.962856864180381	0.705	0.609	1.44044611421425e-90	6	ATP2C1
REL	5.52341864822107e-94	0.573104892973746	0.669	0.524	8.96340378233315e-90	6	REL
HSPA9	1.07634247803385e-93	0.605534492517451	0.38	0.238	1.74668857335334e-89	6	HSPA9
VMP11	2.09489329520714e-89	0.513961104841024	0.694	0.556	3.39959283946215e-85	6	VMP1
NOP58	2.39832667409669e-88	0.611704993242497	0.314	0.184	3.89200452672411e-84	6	NOP58
PFKFB31	3.7792953759165e-87	0.748441680161742	0.623	0.507	6.13304053603729e-83	6	PFKFB3
ABHD3	4.51220735720175e-86	0.767401597450352	0.585	0.465	7.32241009926699e-82	6	ABHD3
AZIN1	8.44898791126412e-86	0.493997748336588	0.262	0.144	1.37110175823994e-81	6	AZIN1
HNRNPU	4.62561251158304e-84	0.696349165133865	0.607	0.481	7.50644398379696e-80	6	HNRNPU
H3F3A	1.9246670146125e-83	0.573536964453112	0.253	0.139	3.12334963131316e-79	6	H3F3A
HIBCH	7.46729746434427e-80	0.951746558404045	0.449	0.328	1.21179303251379e-75	6	HIBCH
HERPUD11	1.12602665003459e-79	0.754580895109717	0.492	0.36	1.82731604767614e-75	6	HERPUD1
UBE2B	1.62174307629516e-78	0.488518636355121	0.421	0.284	2.63176466421178e-74	6	UBE2B
ADAM9	6.38296950307643e-77	0.703885323051661	0.47	0.34	1.03582829095924e-72	6	ADAM9
SQSTM11	9.84890843708536e-76	0.736876464262855	0.367	0.24	1.59828086117021e-71	6	SQSTM1
SNX3	1.23209488892851e-71	0.484147367205175	0.369	0.241	1.99944358575319e-67	6	SNX3
APP	1.9729044952918e-69	0.854824051158646	0.354	0.235	3.20162941495954e-65	6	APP
NEDD4L	9.49971650765052e-68	0.483045219867137	0.634	0.515	1.54161399486153e-63	6	NEDD4L
MCF2L2	4.51872149740594e-66	0.775059773849354	0.314	0.201	7.33298124599036e-62	6	MCF2L2
MORF4L2	5.12856560134209e-66	0.416294228045188	0.261	0.154	8.32263625785795e-62	6	MORF4L2
NAA16	7.32821087128193e-65	0.486703993571656	0.366	0.248	1.18922206019163e-60	6	NAA16
TOP1	1.86325361985147e-63	0.522943326549451	0.565	0.433	3.02368797429497e-59	6	TOP1
CERS6	5.52113900692971e-62	0.514919307558117	0.481	0.359	8.95970438044553e-58	6	CERS6
KDM4B	7.88110391999418e-62	0.4173885303319	0.555	0.423	1.27894554413666e-57	6	KDM4B
HNRNPA2B1	1.37940689078959e-61	0.387643894625972	0.704	0.583	2.23850150237334e-57	6	HNRNPA2B1
OLR11	2.76110934631438e-59	0.717182064897315	0.438	0.322	4.48072824719898e-55	6	OLR1
LRIG1	1.60543409675248e-57	0.431738054813322	0.258	0.158	2.60529845220992e-53	6	LRIG1
MS4A6A2	4.31435198572657e-57	0.527632922400234	0.654	0.552	7.00133040243707e-53	6	MS4A6A
SDCBP2	4.78646704772135e-56	0.451167997604694	0.392	0.275	7.7674787250422e-52	6	SDCBP
SESN31	6.96197413009988e-55	0.831451562398035	0.409	0.308	1.12978916183261e-50	6	SESN3
WAC	9.56429100880618e-55	0.330767969495164	0.716	0.612	1.55209314490907e-50	6	WAC
RTN1	1.33222520604397e-54	0.475100751461955	0.28	0.179	2.16193506436815e-50	6	RTN1
PPP1CB	5.09559012027614e-54	0.456815432079918	0.339	0.23	8.26912364718412e-50	6	PPP1CB
MIB1	8.99178672619759e-54	0.528248783797509	0.495	0.387	1.45918714992734e-49	6	MIB1
COPA	3.40413742353044e-53	0.417632512505154	0.477	0.364	5.5242342109052e-49	6	COPA
RAB201	6.79065064317382e-53	0.487279307829595	0.344	0.235	1.10198678637425e-48	6	RAB20
HIST2H2BF	2.63121193438616e-52	0.466836014931008	0.262	0.167	4.26993072712185e-48	6	HIST2H2BF
USP36	5.88408195358529e-52	0.658094234237963	0.28	0.183	9.54868819427821e-48	6	USP36
ABI1	1.05846393603395e-51	0.510918521572355	0.619	0.511	1.71767527539589e-47	6	ABI1
QKI	1.10463541379661e-51	0.278494398466142	0.965	0.947	1.79260234950914e-47	6	QKI
PADI21	3.73966029706469e-51	0.550726183753376	0.616	0.511	6.06872073007658e-47	6	PADI2
XPO1	3.89923795445454e-51	0.364402148999747	0.569	0.459	6.32768335248883e-47	6	XPO1
UGCG1	5.76005884990758e-50	0.64179570541932	0.496	0.39	9.34742350163002e-46	6	UGCG
TXNIP1	4.2261544614262e-48	0.68755323963654	0.461	0.361	6.85820346000243e-44	6	TXNIP
ATP6V0A11	1.38183778546513e-47	0.463281300951513	0.524	0.412	2.24244635825281e-43	6	ATP6V0A1
MORC3	1.18040367003933e-46	0.357343211643927	0.521	0.413	1.91555907573982e-42	6	MORC3
BANP	1.56697863177711e-45	0.321897292904652	0.456	0.342	2.5428929236479e-41	6	BANP
ATP13A3	7.48439001910594e-45	0.574525754045047	0.428	0.33	1.21456681230051e-40	6	ATP13A3
BCL61	1.15447553686456e-44	0.427318363634148	0.351	0.248	1.8734829012238e-40	6	BCL6
HERC4	8.85577416794e-44	0.530304643098427	0.686	0.611	1.4371150319733e-39	6	HERC4
POLB	1.35707781834468e-43	0.356428890032517	0.26	0.171	2.20226588360975e-39	6	POLB
BTG2	7.79200508550248e-43	0.477651258009775	0.3	0.207	1.26448658527534e-38	6	BTG2
DDX3X	9.4986217933088e-43	0.441395319871931	0.378	0.276	1.54143634461815e-38	6	DDX3X
PDK3	1.45406060057871e-42	0.473640629241566	0.329	0.235	2.35964954261914e-38	6	PDK3
ENGASE	1.29791935768648e-41	0.353513730590891	0.253	0.166	2.10626353365362e-37	6	ENGASE
RANBP91	3.64867471692154e-41	0.339345658529668	0.561	0.447	5.92106933062028e-37	6	RANBP9
OGFRL1	4.28115518499287e-41	0.376812494003999	0.671	0.572	6.94745863420643e-37	6	OGFRL1
DENND5A	4.87093309695027e-41	0.324160357660876	0.57	0.466	7.90455022973089e-37	6	DENND5A
RLF	5.47839425047507e-41	0.327933929891631	0.523	0.414	8.89033818967095e-37	6	RLF
MBNL2	1.22245391351926e-40	0.389728671622133	0.591	0.505	1.98379821085906e-36	6	MBNL2
FOXP11	1.48096496424485e-40	0.283802167189278	0.795	0.709	2.40330994397654e-36	6	FOXP1
SGK11	2.40263830280714e-40	0.594719363173295	0.437	0.347	3.89900143779542e-36	6	SGK1
PAPOLG	2.69554423965134e-40	0.399527958848852	0.304	0.211	4.37432919210619e-36	6	PAPOLG
FAM13A	4.01645888017455e-40	0.533805916704107	0.672	0.594	6.51790947074727e-36	6	FAM13A
RASGEF1B1	1.13663319690279e-39	0.306207405079157	0.478	0.375	1.84452835193385e-35	6	RASGEF1B
RAB1A	2.08778523193594e-39	0.324842217943688	0.681	0.586	3.38805787438564e-35	6	RAB1A
MFSD11	2.24248886558418e-39	0.385915972432698	0.427	0.33	3.63911093107001e-35	6	MFSD1
CCT3	4.49427716248064e-39	0.286102425618515	0.253	0.166	7.29331297927359e-35	6	CCT3
KLF61	5.05343056981512e-39	0.659180285815163	0.401	0.313	8.20070712869597e-35	6	KLF6
PDE4B2	7.87505466970283e-39	0.352428353523251	0.596	0.489	1.27796387179938e-34	6	PDE4B
HBP1	1.39445711756449e-38	0.28667960265282	0.276	0.187	2.26292501038365e-34	6	HBP1
TBC1D81	1.97940851398213e-38	0.409870048835708	0.413	0.315	3.2121841364902e-34	6	TBC1D8
LAT2	3.96151740815396e-37	0.32044266500071	0.623	0.53	6.42875044995225e-33	6	LAT2
LINGO12	2.73527430288937e-36	0.344576173882102	0.485	0.388	4.43880313872887e-32	6	LINGO1
PNRC11	3.13693184569197e-36	0.298652822944719	0.283	0.197	5.09061299918893e-32	6	PNRC1
SNX1	3.98313465282893e-36	0.315879685330843	0.473	0.372	6.46383091461079e-32	6	SNX1
SPECC1	6.87326682857254e-36	0.361791882433362	0.6	0.516	1.11539374094075e-31	6	SPECC1
ITPR1	2.00255728198508e-35	0.322377039601214	0.535	0.439	3.24974995720539e-31	6	ITPR1
CLIP2	3.97130461628884e-35	0.41583008966688	0.438	0.343	6.44463313131353e-31	6	CLIP2
OTULIN	7.15845943716029e-35	0.3786242610912	0.285	0.203	1.16167479746237e-30	6	OTULIN
RNF144B1	1.53341483560349e-34	0.511266078577771	0.434	0.343	2.48842559521735e-30	6	RNF144B
MCU	1.71563806340269e-34	0.402115929646276	0.256	0.176	2.78413744928988e-30	6	MCU
PPARD1	2.62511228371042e-34	0.310223869652857	0.625	0.529	4.26003221400526e-30	6	PPARD
BTG11	1.45982460415726e-33	0.392046088542277	0.293	0.211	2.36900336762641e-29	6	BTG1
GLS	2.08671248304443e-33	0.381241908112295	0.585	0.502	3.3863170174845e-29	6	GLS
LAP31	2.43544707498541e-33	0.308596681152141	0.364	0.273	3.95224351328633e-29	6	LAP3
PER1	4.25374674945949e-33	0.296810992074841	0.259	0.179	6.90298022502286e-29	6	PER1
UBE2D3	9.15886135160684e-33	0.344838203186849	0.604	0.522	1.48630002013876e-28	6	UBE2D3
MGAT12	2.01961991336218e-32	0.351471907890681	0.431	0.339	3.27743919540415e-28	6	MGAT1
SARAF	3.74765760950368e-32	0.265748095442971	0.469	0.373	6.08169876870257e-28	6	SARAF
PDE4DIP1	3.93000682869165e-31	0.662479242307111	0.368	0.29	6.37761508160081e-27	6	PDE4DIP
CYTH11	8.13965527411985e-31	0.333502584475759	0.571	0.48	1.32090325788417e-26	6	CYTH1
EIF5	1.15708253921831e-30	0.273615858783844	0.324	0.238	1.87771354464348e-26	6	EIF5
TMEM243	1.79751366474234e-30	0.401204342553684	0.254	0.182	2.91700517514387e-26	6	TMEM243
PPP2R2A	3.77786115653242e-30	0.266616775623042	0.49	0.397	6.13071308482081e-26	6	PPP2R2A
UBR2	1.17947014800697e-29	0.266891205844251	0.539	0.449	1.9140441561857e-25	6	UBR2
