p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
SERF2	0	0.826403356921974	0.408	0.219	0	3	SERF2
RPS12	0	0.813626106207196	0.294	0.107	0	3	RPS12
APOE	0	0.81156094101361	0.731	0.58	0	3	APOE
ACTB	0	0.798988351235271	0.69	0.526	0	3	ACTB
PTMA	0	0.798853465437807	0.459	0.259	0	3	PTMA
RPL10A	0	0.796731728960508	0.306	0.115	0	3	RPL10A
TUBA1B	0	0.796702396770368	0.532	0.358	0	3	TUBA1B
RPL35A	0	0.768033847031376	0.269	0.093	0	3	RPL35A
RPL37	0	0.76605801712148	0.33	0.152	0	3	RPL37
RPL34	0	0.761096200093916	0.269	0.099	0	3	RPL34
RPL18	0	0.759457733735541	0.387	0.207	0	3	RPL18
RACK1	0	0.758399616863494	0.371	0.184	0	3	RACK1
RPS7	0	0.75242252662495	0.325	0.143	0	3	RPS7
MAMDC2	0	0.747063649904236	0.333	0.137	0	3	MAMDC2
EEF1B2	0	0.735244973326778	0.257	0.085	0	3	EEF1B2
RPL5	0	0.723629188224721	0.38	0.198	0	3	RPL5
PFDN5	0	0.721118147266413	0.278	0.106	0	3	PFDN5
S100A11	0	0.714768748241639	0.268	0.119	0	3	S100A11
RPL7A	0	0.713300296666395	0.325	0.156	0	3	RPL7A
B2M	0	0.699992158545111	0.656	0.509	0	3	B2M
CST3	0	0.692562912446809	0.448	0.294	0	3	CST3
HLA-DPA1	0	0.688266031795043	0.405	0.256	0	3	HLA-DPA1
APOC1	0	0.68663994434196	0.318	0.169	0	3	APOC1
NBEAL1	0	0.684342096847995	0.443	0.271	0	3	NBEAL1
ZNF90	0	0.665987687436247	0.306	0.14	0	3	ZNF90
CD74	0	0.66505458285291	0.826	0.726	0	3	CD74
RPLP0	0	0.660648428581546	0.312	0.169	0	3	RPLP0
TYROBP	0	0.608248125669355	0.408	0.271	0	3	TYROBP
AMBRA1	0	0.591391749207709	0.568	0.421	0	3	AMBRA1
EEF1D	0	0.583551275544467	0.335	0.198	0	3	EEF1D
RPL12	0	0.572383921313809	0.25	0.118	0	3	RPL12
RPL31	0	0.556045391729304	0.28	0.154	0	3	RPL31
XPO5	0	0.550622087696801	0.334	0.199	0	3	XPO5
ACTG1	0	0.546580749199187	0.342	0.215	0	3	ACTG1
ATP5MC2	0	0.497721502278755	0.258	0.142	0	3	ATP5MC2
LAPTM5	0	0.487666306712222	0.658	0.545	0	3	LAPTM5
CD141	3.3327721892574e-297	0.609707263311432	0.421	0.301	5.40842270872692e-293	3	CD14
RPSA	1.4473290975673e-290	0.488121041874764	0.297	0.188	2.34872565953222e-286	3	RPSA
EEF2	2.39751634077504e-249	0.44641196754775	0.26	0.163	3.89068951780974e-245	3	EEF2
PABPC1	6.70477314924863e-249	0.439705927157518	0.535	0.438	1.08805058666007e-244	3	PABPC1
FCER1G	1.84959197616313e-245	0.489632919673071	0.271	0.173	3.00151785891753e-241	3	FCER1G
NPC2	1.29178513002191e-244	0.477248074438456	0.28	0.182	2.09630890899955e-240	3	NPC2
STEAP1B	1.05884823168459e-225	0.361634940881021	0.273	0.173	1.71829891037776e-221	3	STEAP1B
CD81	4.01864847130363e-224	0.467593731781747	0.531	0.436	6.52146273923153e-220	3	CD81
HLA-DPB1	2.67464261063528e-219	0.461885081418264	0.344	0.244	4.34041002853893e-215	3	HLA-DPB1
FCGR3A1	1.49730442220404e-214	0.486310586162953	0.425	0.326	2.42982561635271e-210	3	FCGR3A
UBC	1.12939869768544e-190	0.345685628272407	0.438	0.333	1.83278820660394e-186	3	UBC
HLA-B	4.18925026154168e-186	0.481533593183041	0.342	0.253	6.79831532442984e-182	3	HLA-B
ITM2B	5.54097245866443e-186	0.359448824311792	0.698	0.642	8.99189010592063e-182	3	ITM2B
CYBA	4.21096859691507e-171	0.396030027797386	0.525	0.443	6.83355983907377e-167	3	CYBA
H3F3B	3.06235264938e-165	0.309561138133116	0.314	0.228	4.96958587941386e-161	3	H3F3B
MARCKS	1.1413198958282e-148	0.378984179719575	0.425	0.344	1.85213392695001e-144	3	MARCKS
ALOX5AP	4.6914622790217e-141	0.373369309430034	0.297	0.219	7.61330498639641e-137	3	ALOX5AP
GNAS	1.43887969110596e-133	0.255163407070794	0.669	0.608	2.33501396272675e-129	3	GNAS
VSIG41	2.61631159304306e-124	0.347264351584017	0.487	0.412	4.24575045319027e-120	3	VSIG4
HLA-A	2.58004825773357e-120	0.37951172528117	0.29	0.221	4.18690231265003e-116	3	HLA-A
SIK3	5.53167293696232e-115	0.265401457668375	0.611	0.542	8.97679884210245e-111	3	SIK3
PNRC1	5.18625266570781e-114	0.309441409829684	0.259	0.192	8.41625082591063e-110	3	PNRC1
PSAP	8.29025254820108e-114	0.262291555533903	0.686	0.634	1.34534218352207e-109	3	PSAP
CD37	2.15731194670274e-113	0.325943610703687	0.278	0.21	3.5008858271092e-109	3	CD37
ITGB2	7.93759048054068e-110	0.318459069982536	0.406	0.336	1.28811218318214e-105	3	ITGB2
BRI3	2.29820124068418e-104	0.271154630626263	0.319	0.25	3.72952097338228e-100	3	BRI3
HLA-E	1.58858882750219e-102	0.288692425072679	0.503	0.44	2.57796194927055e-98	3	HLA-E
MT-CO31	2.35352183262812e-102	0.250540210126585	0.82	0.779	3.81929522998891e-98	3	MT-CO3
KCTD12	1.36470780110179e-96	0.317726660903427	0.458	0.397	2.21464781962799e-92	3	KCTD12
MT-CYB1	1.93854189791283e-96	0.275206283029353	0.711	0.659	3.14586579193294e-92	3	MT-CYB
ARPC3	1.69503412238684e-94	0.26899829343494	0.382	0.315	2.75070137380936e-90	3	ARPC3
MT-CO21	2.28178188496934e-85	0.251381342648471	0.756	0.714	3.70287564292824e-81	3	MT-CO2
TMIGD3	4.90094540076451e-85	0.29381725565505	0.384	0.325	7.95325419636065e-81	3	TMIGD3
CNPY3	5.14090916770813e-83	0.276195444807688	0.323	0.263	8.34266739735675e-79	3	CNPY3
FCGR1A1	1.19047522849274e-74	0.280337045342292	0.334	0.277	1.93190320079802e-70	3	FCGR1A
TMBIM6	3.03424431782622e-72	0.291549899305124	0.347	0.294	4.92397167896838e-68	3	TMBIM6
FCGBP1	8.08338316657922e-67	0.362189181993172	0.369	0.313	1.31177142027248e-62	3	FCGBP
CEBPB1	7.77593808522509e-64	0.269367250222776	0.352	0.3	1.26187923247033e-59	3	CEBPB
MT-ND21	2.90763810364965e-63	0.289380397734959	0.501	0.449	4.71851511460265e-59	3	MT-ND2
MT-ND3	8.01475837828263e-62	0.266984808932143	0.676	0.638	1.30063498962771e-57	3	MT-ND3
GPR34	1.6315494102232e-57	0.261847663749973	0.361	0.313	2.64767838291021e-53	3	GPR34
HSP90B11	1.08343837422884e-46	0.286945559953022	0.277	0.234	1.75820379369856e-42	3	HSP90B1
LINGO11	1.9763551025653e-38	0.275015939653855	0.422	0.386	3.20722906044297e-34	3	LINGO1
MYO1E	0	1.71978954287159	0.782	0.359	0	4	MYO1E
PTPRG	0	1.65594950906585	0.313	0.141	0	4	PTPRG
GPNMB	0	1.54411753831725	0.413	0.065	0	4	GPNMB
TPRG1	0	1.35764394519369	0.347	0.131	0	4	TPRG1
CPM	0	1.26545298068302	0.651	0.378	0	4	CPM
STARD13	0	1.21810114530894	0.72	0.362	0	4	STARD13
NHSL1	0	1.14284667836876	0.733	0.481	0	4	NHSL1
GLDN	0	1.13116667708974	0.751	0.538	0	4	GLDN
PPARG	0	1.08578110842931	0.45	0.186	0	4	PPARG
MITF	0	1.07603575202718	0.657	0.334	0	4	MITF
SAMD4A	0	0.993653093531364	0.607	0.31	0	4	SAMD4A
ZNF804A	0	0.940665000958372	0.387	0.15	0	4	ZNF804A
GAS7	0	0.924592939394704	0.635	0.322	0	4	GAS7
XYLT1	0	0.912437053257403	0.46	0.221	0	4	XYLT1
PLA2G7	0	0.889542651997526	0.388	0.138	0	4	PLA2G7
ATG7	0	0.88227142283873	0.91	0.693	0	4	ATG7
NPL	0	0.877123138641618	0.812	0.546	0	4	NPL
FNIP2	0	0.866895723561625	0.729	0.471	0	4	FNIP2
ARID5B	0	0.859613192177199	0.437	0.223	0	4	ARID5B
IQGAP2	0	0.847509217124314	0.363	0.16	0	4	IQGAP2
PRKCE	0	0.842391688927906	0.626	0.379	0	4	PRKCE
MAFB	0	0.807461792895455	0.408	0.166	0	4	MAFB
RTTN1	0	0.8011062337953	0.612	0.41	0	4	RTTN
DSCAM1	0	0.799456410295802	0.774	0.532	0	4	DSCAM
SUSD1	0	0.799052249495053	0.37	0.154	0	4	SUSD1
SH3PXD2A	0	0.752180356240985	0.312	0.107	0	4	SH3PXD2A
ASAH1	0	0.743839488716095	0.673	0.401	0	4	ASAH1
SOCS61	0	0.704952597566439	0.718	0.517	0	4	SOCS6
SPIRE1	0	0.682425975839126	0.487	0.253	0	4	SPIRE1
MGLL	0	0.671374833482758	0.321	0.132	0	4	MGLL
TNFAIP2	0	0.67025075480139	0.35	0.147	0	4	TNFAIP2
WIPF3	0	0.669234074878108	0.277	0.109	0	4	WIPF3
KCNMA1	0	0.660965909840862	0.892	0.763	0	4	KCNMA1
OLR1	0	0.65330101453737	0.534	0.306	0	4	OLR1
CADM1	0	0.651938962524898	0.289	0.13	0	4	CADM1
ITGAX	0	0.630113168258257	0.703	0.464	0	4	ITGAX
DENND4C	0	0.620972261007694	0.609	0.397	0	4	DENND4C
FARP1	0	0.615682944416368	0.48	0.269	0	4	FARP1
MTSS1	0	0.610793205411983	0.761	0.565	0	4	MTSS1
SCIN1	0	0.6039916249065	0.716	0.496	0	4	SCIN
LGMN	0	0.587625766826984	0.278	0.149	0	4	LGMN
DPYD1	0	0.583109119323589	0.761	0.562	0	4	DPYD
FMN1	0	0.582312477434177	0.875	0.732	0	4	FMN1
TANC2	0	0.580428053940901	0.818	0.655	0	4	TANC2
RASGRP3	0	0.576366821276878	0.322	0.159	0	4	RASGRP3
FRMD4B	0	0.572806980004313	0.844	0.656	0	4	FRMD4B
LIPA	0	0.570792971580003	0.404	0.217	0	4	LIPA
CD83	0	0.562626307712097	0.295	0.095	0	4	CD83
KCNJ5	0	0.556304572446818	0.272	0.101	0	4	KCNJ5
EEPD1	0	0.544420258605614	0.281	0.151	0	4	EEPD1
ASAP1	0	0.536793767202087	0.616	0.443	0	4	ASAP1
KLHL6	0	0.528071762248429	0.461	0.294	0	4	KLHL6
SNX24	0	0.509398799103589	0.488	0.292	0	4	SNX24
MGAT1	0	0.50624999817121	0.513	0.325	0	4	MGAT1
ABCA1	0	0.505160781776161	0.447	0.272	0	4	ABCA1
PDGFC	0	0.495936713634813	0.521	0.329	0	4	PDGFC
UGCG	0	0.485132709331576	0.574	0.376	0	4	UGCG
FMNL2	0	0.479381911721697	0.929	0.808	0	4	FMNL2
NRP2	0	0.459198075672343	0.419	0.257	0	4	NRP2
ABCC5	0	0.452646188085402	0.402	0.246	0	4	ABCC5
CREG1	0	0.45030020381946	0.395	0.237	0	4	CREG1
GYPC	0	0.449960376640633	0.337	0.179	0	4	GYPC
C20orf194	0	0.445315767178967	0.778	0.592	0	4	C20orf194
SGK1	0	0.442633196274159	0.506	0.335	0	4	SGK1
ACER31	0	0.436161008653078	0.634	0.457	0	4	ACER3
FAM20C	0	0.434826105492648	0.306	0.168	0	4	FAM20C
GPD2	0	0.432205906747841	0.542	0.364	0	4	GPD2
CD84	0	0.403070268120359	0.563	0.389	0	4	CD84
LITAF	0	0.399667523692358	0.376	0.222	0	4	LITAF
SLC1A3	0	0.398762925678068	0.99	0.948	0	4	SLC1A3
RBM47	0	0.388244535655984	0.892	0.752	0	4	RBM47
PLXDC2	0	0.273937898394552	0.999	0.996	0	4	PLXDC2
CYTH1	3.59464695859513e-296	0.349274256728059	0.643	0.467	5.83339308440818e-292	4	CYTH1
PDE3B	1.14276294250037e-295	0.440902097261168	0.792	0.643	1.85447570308961e-291	4	PDE3B
PADI2	6.55620771604554e-292	0.508966261921491	0.658	0.5	1.06394138815987e-287	4	PADI2
RALGAPA2	4.33283808119962e-291	0.406389277307481	0.686	0.52	7.03132963817074e-287	4	RALGAPA2
CHSY3	2.34296917401726e-290	0.488782227027489	0.552	0.386	3.80217037559521e-286	4	CHSY3
RASSF3	2.57912800290654e-289	0.397383088097723	0.447	0.288	4.18540892311674e-285	4	RASSF3
ZC3H12C	3.16743926142581e-286	0.410108846892409	0.321	0.186	5.1401204334418e-282	4	ZC3H12C
CEBPA	5.39130538885825e-285	0.351102694820486	0.288	0.159	8.74901038503916e-281	4	CEBPA
RNF13	2.95071477666689e-283	0.378608274803058	0.722	0.562	4.78841993957502e-279	4	RNF13
SNX29	3.85561063685108e-279	0.320493138066098	0.901	0.791	6.25688494148193e-275	4	SNX29
DOPEY2	1.00294968131079e-276	0.386139652194683	0.403	0.255	1.62758674283115e-272	4	DOPEY2
MSR1	5.46287767550115e-275	0.46244022907594	0.632	0.475	8.86515789180326e-271	4	MSR1
GGA1	2.53861541616893e-274	0.357724217040863	0.332	0.197	4.11966509735895e-270	4	GGA1
PARVG	5.96841712055847e-271	0.37304768260938	0.517	0.359	9.68554730324229e-267	4	PARVG
PEAK1	2.40029171494391e-264	0.436180931512973	0.665	0.506	3.89519339501098e-260	4	PEAK1
HPCAL1	4.32877468879251e-262	0.376859997013166	0.33	0.197	7.02473556497248e-258	4	HPCAL1
RNF130	2.61876667699234e-259	0.302770223601595	0.877	0.744	4.24973456342316e-255	4	RNF130
GTF2IRD1	5.31794031914347e-256	0.365586162807755	0.261	0.144	8.62995354990602e-252	4	GTF2IRD1
RHOQ	1.77264498937384e-254	0.337153620527541	0.563	0.402	2.87664828875586e-250	4	RHOQ
ATG16L2	8.03323239705716e-253	0.319132776674611	0.51	0.352	1.30363295339444e-248	4	ATG16L2
APOE1	3.96479919665041e-252	0.363750761688454	0.746	0.583	6.43407613632428e-248	4	APOE
ELL2	5.25322107856796e-251	0.321157103400502	0.759	0.607	8.52492716630009e-247	4	ELL2
PIK3IP1	1.89846724956999e-248	0.348831629650569	0.307	0.182	3.08083265260217e-244	4	PIK3IP1
GNB4	4.542450058227e-248	0.335846941098258	0.675	0.521	7.37148795449078e-244	4	GNB4
TMEM51	2.55798613263431e-245	0.349999616372316	0.429	0.281	4.15109989603896e-241	4	TMEM51
NAP1L1	4.08312355105347e-245	0.357790402605665	0.448	0.302	6.62609289864958e-241	4	NAP1L1
MYO9B	7.40683778986733e-245	0.300050572639898	0.825	0.684	1.20198163653967e-240	4	MYO9B
CPQ	4.37544172559111e-243	0.366102224543554	0.617	0.458	7.10046683228925e-239	4	CPQ
ANKRD10	6.76592123933156e-241	0.315900334298798	0.662	0.505	1.09797369871873e-236	4	ANKRD10
PLXND1	2.07028056430794e-240	0.307133666360568	0.36	0.224	3.35965129975892e-236	4	PLXND1
SDCBP	9.8678006575187e-239	0.336653373584932	0.407	0.266	1.60134669070213e-234	4	SDCBP
RABEP1	1.60997283772826e-238	0.31211074142392	0.636	0.474	2.61266392106542e-234	4	RABEP1
NOTCH2	2.05320303520076e-237	0.342690802488591	0.43	0.288	3.33193788552379e-233	4	NOTCH2
ARHGEF10L	3.76440373224918e-236	0.315152245993614	0.459	0.309	6.10887437669397e-232	4	ARHGEF10L
TTC7B	5.29584534279979e-236	0.330634509081302	0.447	0.3	8.5940978222955e-232	4	TTC7B
CYTH3	9.82414519064604e-234	0.405748647821166	0.408	0.271	1.59426228153804e-229	4	CYTH3
MERTK	1.03455432377449e-232	0.387919343490166	0.785	0.659	1.67887475662124e-228	4	MERTK
ATP6V0A1	1.07816034562691e-232	0.314481817939808	0.558	0.402	1.74963860888334e-228	4	ATP6V0A1
NAGK	4.16949047782337e-230	0.305531540218171	0.422	0.28	6.76624914741177e-226	4	NAGK
DMXL2	1.32495345925125e-224	0.344681045927686	0.404	0.269	2.15013447367293e-220	4	DMXL2
GSAP	1.14495856844145e-223	0.328226744243032	0.562	0.411	1.85803876486678e-219	4	GSAP
ACSL11	2.47881009195042e-223	0.286066067006958	0.682	0.521	4.02261301721715e-219	4	ACSL1
P2RX4	3.89681514958065e-217	0.323270760396178	0.403	0.268	6.32375162473947e-213	4	P2RX4
TGFBR11	5.77035099243222e-216	0.289273052228541	0.811	0.666	9.36412559051901e-212	4	TGFBR1
TMEM144	6.38677259782752e-216	0.337687480020336	0.274	0.162	1.03644545717545e-211	4	TMEM144
SH3RF1	6.07193252079156e-215	0.32702598453148	0.416	0.277	9.85353209474055e-211	4	SH3RF1
MAN1A1	6.67531891331381e-215	0.374301526732926	0.584	0.436	1.08327075325257e-210	4	MAN1A1
SMAD3	3.53882639257366e-212	0.352443543873843	0.465	0.323	5.74280746986854e-208	4	SMAD3
TMEM117	6.04844475345553e-211	0.352414331692863	0.573	0.422	9.81541614590763e-207	4	TMEM117
BNC2	6.67878534242809e-211	0.329170638563638	0.813	0.684	1.08383328536923e-206	4	BNC2
LIMS1	3.58556634136821e-210	0.404540531986342	0.718	0.585	5.81865705877232e-206	4	LIMS1
MAP4K3	1.39908607258004e-208	0.327293552173141	0.589	0.44	2.27043687858289e-204	4	MAP4K3
SQSTM1	4.9912629238981e-204	0.294906473009279	0.358	0.232	8.09982147290183e-200	4	SQSTM1
SMS	7.94771523416786e-203	0.309884423084988	0.358	0.233	1.28975522820076e-198	4	SMS
COL4A3BP	2.97618055798491e-202	0.309786334584621	0.551	0.408	4.82974580949791e-198	4	COL4A3BP
SCARB2	6.20015113428672e-202	0.320538692789521	0.431	0.297	1.00616052607205e-197	4	SCARB2
TREM2	4.01567435108378e-201	0.291721468005234	0.271	0.163	6.51663633693877e-197	4	TREM2
DIP2C	1.1776992158706e-200	0.33282647903214	0.351	0.228	1.9111702875148e-196	4	DIP2C
TPCN1	6.66304472896872e-200	0.290220056005538	0.447	0.309	1.08127889861704e-195	4	TPCN1
STK10	2.64061800659723e-199	0.289060772164785	0.563	0.416	4.28519490110599e-195	4	STK10
SERINC5	2.59517861633187e-198	0.306367971484321	0.292	0.18	4.21145585858336e-194	4	SERINC5
ABHD2	1.38408498558181e-196	0.338777516628471	0.365	0.242	2.24609311460216e-192	4	ABHD2
MAP3K2	2.46856687439269e-196	0.286496196608076	0.652	0.508	4.00599032376445e-192	4	MAP3K2
KLF6	3.11340545337117e-195	0.306706508476429	0.437	0.304	5.05243436973074e-191	4	KLF6
H2AFY	1.41048857780632e-194	0.290782111545324	0.642	0.499	2.2889408640641e-190	4	H2AFY
PSAP1	1.93720862933719e-193	0.277816734911416	0.763	0.629	3.14370216368839e-189	4	PSAP
SLC11A2	1.93652285636537e-192	0.273401018822075	0.551	0.406	3.14258929130973e-188	4	SLC11A2
TBC1D16	6.48269091181266e-192	0.322630418666408	0.505	0.365	1.05201108116896e-187	4	TBC1D16
PDE8A	1.18482122585956e-185	0.308747234601939	0.59	0.448	1.9227278853249e-181	4	PDE8A
TTYH3	9.10406185801207e-185	0.266784294803322	0.26	0.158	1.4774071583182e-180	4	TTYH3
PIK3R5	1.25952772979932e-183	0.269413436350683	0.795	0.664	2.04396159991834e-179	4	PIK3R5
PDGFB	3.98014795510781e-183	0.267887337414902	0.342	0.222	6.45898410154896e-179	4	PDGFB
ANOS1	4.70263355053555e-183	0.274155933962508	0.591	0.448	7.63143372580909e-179	4	ANOS1
SOAT1	3.94618742145355e-181	0.276398342137112	0.542	0.403	6.40387294753483e-177	4	SOAT1
SNX30	2.8293430053388e-180	0.268799317906026	0.432	0.302	4.5914578290638e-176	4	SNX30
FNDC3B1	9.67243991430377e-180	0.285342343019034	0.671	0.526	1.56964354929322e-175	4	FNDC3B
LOXL3	1.02865712428809e-179	0.26621494953346	0.369	0.246	1.66930478129471e-175	4	LOXL3
CDK6	5.94228728073009e-178	0.336807945376323	0.655	0.518	9.64314379916879e-174	4	CDK6
ATP6V1B2	1.0791381839576e-176	0.254508307951905	0.441	0.312	1.75122544492639e-172	4	ATP6V1B2
SWAP70	2.59650722900386e-174	0.269652541644798	0.568	0.43	4.21361193122746e-170	4	SWAP70
SPP11	3.92875635190184e-169	0.62130757386602	0.793	0.696	6.3755858078663e-165	4	SPP1
ARFIP1	9.70829151409484e-169	0.260986379086371	0.463	0.333	1.57546154690731e-164	4	ARFIP1
P2RX7	1.16000862878386e-167	0.291694097443929	0.617	0.479	1.88246200279045e-163	4	P2RX7
IQGAP1	2.58378630816016e-166	0.280008430099827	0.311	0.203	4.19296842088231e-162	4	IQGAP1
ST5	4.08634547750883e-165	0.276985286521624	0.357	0.24	6.63132144090132e-161	4	ST5
TFEC	1.18717107267109e-163	0.250777010821698	0.593	0.456	1.92654121673065e-159	4	TFEC
RGS12	1.90889937412083e-162	0.262585759370445	0.623	0.487	3.09776190432329e-158	4	RGS12
SLC18B1	1.94687983047443e-161	0.30764752658687	0.296	0.194	3.15939658889391e-157	4	SLC18B1
OSBPL8	4.14171553761413e-158	0.265444079092746	0.529	0.398	6.72117597444021e-154	4	OSBPL8
DTNA	4.40112972376629e-157	0.280590962456106	0.718	0.587	7.14215331572793e-153	4	DTNA
SAMSN1	2.24318822627505e-156	0.255768700965169	0.663	0.53	3.64024585359916e-152	4	SAMSN1
NR3C1	3.09292818850921e-155	0.271536200873555	0.624	0.493	5.01920386431275e-151	4	NR3C1
CUEDC1	4.25607617058181e-155	0.266296883874102	0.317	0.211	6.90676040962016e-151	4	CUEDC1
PDE4DIP	3.02944635896333e-152	0.257811179923646	0.4	0.282	4.91618555132569e-148	4	PDE4DIP
ADK	5.95615781325535e-152	0.279369657576053	0.71	0.582	9.66565289935078e-148	4	ADK
SPATS2L	2.23405925770346e-149	0.27216197999199	0.391	0.275	3.62543136340117e-145	4	SPATS2L
ALCAM	4.21982303090534e-149	0.435584780968674	0.537	0.422	6.84792881455319e-145	4	ALCAM
ZNF438	2.71231961807173e-138	0.2718050557465	0.38	0.27	4.4015522762068e-134	4	ZNF438
ZNF618	1.36851519120648e-136	0.260621261755912	0.423	0.31	2.22082645228988e-132	4	ZNF618
A2M1	1.45510640936284e-134	0.28059375006636	0.68	0.553	2.36134668111401e-130	4	A2M
GK1	1.06343378340525e-133	0.267399907182379	0.317	0.217	1.72574034371003e-129	4	GK
SAMD12	2.30162796894881e-118	0.258376373689862	0.43	0.322	3.73508186801012e-114	4	SAMD12
STEAP1B1	6.17584146307874e-109	0.258333434453281	0.259	0.177	1.00221555262842e-104	4	STEAP1B
BICD1	1.24123529133645e-95	0.260384400735485	0.384	0.292	2.01427663078079e-91	4	BICD1
CACNA1A2	1.19506040155586e-93	0.278720252624221	0.64	0.548	1.93934401964485e-89	4	CACNA1A
NAALADL2	1.3377151527641e-85	0.252395021540857	0.491	0.396	2.17084414990558e-81	4	NAALADL2
PLCL11	1.5444743508288e-81	0.292408562032469	0.386	0.3	2.50637297652498e-77	4	PLCL1
CD163	0	1.93517512079675	0.718	0.191	0	5	CD163
F13A1	0	1.79744335429985	0.464	0.095	0	5	F13A1
DPYD2	0	1.22061847163262	0.945	0.556	0	5	DPYD
TPRG11	0	1.180081356778	0.413	0.132	0	5	TPRG1
ZNF804A1	0	1.17408520471813	0.471	0.151	0	5	ZNF804A
IQGAP21	0	1.12922332726981	0.461	0.159	0	5	IQGAP2
MCTP1	0	1.036182380459	0.423	0.102	0	5	MCTP1
TGFBI	0	1.03218484972738	0.365	0.059	0	5	TGFBI
EYA2	0	1.00589502418826	0.251	0.033	0	5	EYA2
ADGRG6	0	0.921981032447768	0.325	0.077	0	5	ADGRG6
THRB	0	0.892204336892279	0.466	0.184	0	5	THRB
PLXNC1	0	0.880965747559822	0.394	0.112	0	5	PLXNC1
MS4A4E	0	0.835336913169911	0.279	0.068	0	5	MS4A4E
FAM110B	0	0.824480562288826	0.487	0.206	0	5	FAM110B
TRPS1	0	0.806489078265367	0.774	0.468	0	5	TRPS1
FCHO2	0	0.778427540576282	0.516	0.31	0	5	FCHO2
CD163L11	0	0.773780081442995	0.445	0.17	0	5	CD163L1
IL15	0	0.750847168400923	0.406	0.144	0	5	IL15
ARHGAP18	0	0.73728973702265	0.583	0.294	0	5	ARHGAP18
STARD131	0	0.717741005208469	0.63	0.377	0	5	STARD13
APOE2	0	0.701799982064999	0.827	0.583	0	5	APOE
MS4A4A	0	0.697034873151994	0.369	0.145	0	5	MS4A4A
CPM1	0	0.690576360995636	0.63	0.387	0	5	CPM
MSR11	0	0.671569709135402	0.757	0.471	0	5	MSR1
FMN11	0	0.659935704039643	0.916	0.733	0	5	FMN1
DRAM1	0	0.643546499638456	0.255	0.078	0	5	DRAM1
LRRK2	0	0.641718888951664	0.651	0.404	0	5	LRRK2
EPB41L3	0	0.637917646948781	0.799	0.578	0	5	EPB41L3
CADM11	0	0.636293041076873	0.304	0.133	0	5	CADM1
CLEC5A	0	0.635073689959403	0.29	0.101	0	5	CLEC5A
IQGAP11	0	0.632939945743003	0.449	0.198	0	5	IQGAP1
MAFB1	0	0.615705688597544	0.389	0.173	0	5	MAFB
ITSN1	0	0.60573511469721	0.441	0.225	0	5	ITSN1
IFI44L	0	0.591614029605354	0.399	0.207	0	5	IFI44L
ESR1	0	0.586348952206005	0.382	0.175	0	5	ESR1
MS4A6A1	0	0.579390982661273	0.795	0.539	0	5	MS4A6A
ACSL12	0	0.57935656718099	0.753	0.521	0	5	ACSL1
FOXP1	0	0.573294142993434	0.914	0.698	0	5	FOXP1
FCGR2A1	0	0.550652881297194	0.642	0.383	0	5	FCGR2A
RHOBTB3	0	0.543501927423377	0.277	0.103	0	5	RHOBTB3
SLC2A9	0	0.540450467536454	0.554	0.312	0	5	SLC2A9
GPR155	0	0.539485869857271	0.478	0.264	0	5	GPR155
UTRN	0	0.538471748926422	0.809	0.577	0	5	UTRN
ZBTB16	0	0.527267424855721	0.659	0.435	0	5	ZBTB16
CD142	0	0.525720205859507	0.513	0.302	0	5	CD14
KHDRBS2	0	0.51533239032143	0.286	0.128	0	5	KHDRBS2
ST7	0	0.494916068428972	0.295	0.134	0	5	ST7
CEBPD	0	0.491820351246205	0.554	0.344	0	5	CEBPD
EPS15	0	0.47564073205046	0.807	0.583	0	5	EPS15
RASA2	0	0.459334961448968	0.625	0.398	0	5	RASA2
DOCK5	0	0.449088753179528	0.677	0.451	0	5	DOCK5
RAB27A	0	0.43214557321517	0.295	0.142	0	5	RAB27A
DENND1B	0	0.431065365812856	0.333	0.167	0	5	DENND1B
DUSP10	0	0.412797819252214	0.271	0.123	0	5	DUSP10
DSE	0	0.407488019371226	0.364	0.187	0	5	DSE
SH3PXD2A1	5.31317583397542e-307	0.367028644027606	0.255	0.115	8.62222174337532e-303	5	SH3PXD2A
HERPUD1	2.1806069326768e-306	0.47723305851619	0.557	0.351	3.53868893034791e-302	5	HERPUD1
IFI44	4.51066761586038e-306	0.401568994683377	0.297	0.144	7.31991140701822e-302	5	IFI44
DMXL21	1.44856368216228e-304	0.400187292422447	0.465	0.268	2.35072914341294e-300	5	DMXL2
TNFAIP8	1.21768847671815e-296	0.446547304294813	0.44	0.25	1.97606486001822e-292	5	TNFAIP8
EFR3A	5.89907754255481e-296	0.387602197158494	0.467	0.272	9.57302303605794e-292	5	EFR3A
DENND1A	7.36611206358257e-295	0.400952974058399	0.853	0.666	1.19537266567818e-290	5	DENND1A
GTDC1	9.4255124850481e-288	0.477601601076503	0.643	0.436	1.52957216607361e-283	5	GTDC1
RNF144B	1.6399289885255e-285	0.469654677801292	0.531	0.333	2.66127676257917e-281	5	RNF144B
RNF1491	3.11145981226166e-285	0.424418812005776	0.819	0.618	5.04927698333822e-281	5	RNF149
GAS71	4.62640612701183e-284	0.390566405672916	0.543	0.336	7.5077318629148e-280	5	GAS7
MYO5A	4.72603680995247e-284	0.414654578398435	0.663	0.45	7.66941253519086e-280	5	MYO5A
